text,label
stay nice,0
walk?,0
home!!,0
so you have a kind heart,0
wonderful!!,0
stupid prick,1
disturbed asshole,1
go madman yourself,1
portly asshole,1
drink poison!!,1
dummy!!,1
mutant bitch,1
dimwit!,1
so walk,0
progress,0
ugly disgusting,1
such a you are motivating,0
sorry!!,0
peaceful?,0
such a train,0
have a sit time,0
what a you are amazing day,0
go thickhead yourself,1
thank you.,0
blessed,0
you git,1
go plonker yourself,1
mental?,1
feeling walk,0
what a sleep day,0
disfigured asshole,1
awesome.,0
have a you are kind time,0
what a deranged,1
go nigger yourself,1
you are supportive...,0
you are brave.,0
stay joy,0
youre such a go die,1
very youre a psychopath,1
you are door,0
you are talented!,0
talk?,0
have a hello time,0
what a youre mad,1
really intelligent,0
youre such a windowlicker,1
stupid mental case,1
what a smelly,1
you are plane,0
kind,0
what a strumpet,1
unattractive.,1
you are coon,1
very you belong in a psych ward,1
sweet,0
what a all the best day,0
very you are emotionally balanced,0
feeling you are smart,0
youre such a asshole,1
bimbo???,1
so talk,0
stay amazing effort,0
school!,0
very achievement,0
feeling you are brave,0
computer,0
positive.,0
faggot your family,1
so fantastic,0
you are success,0
well?,0
please to see you,0
kill yourself.,1
tart.,1
stay great,0
birdbrain yourself,1
live you valuable piece of art,0
fugly yourself,1
dyke bitch,1
such youre deranged,1
youre butterface,1
rest...,0
stay you are brave,0
damn creature,1
you are helpful,0
stay read,0
you are helpful!!,0
fatass your mom,1
youre mentally ill,1
so you are a good friend,0
what a simpleton,1
really peaceful,0
be safe!,0
goodbye...,0
love?,0
what a good day,0
such a you have a beautiful mind,0
have a you are supportive time,0
fantastic!,0
blockhead!,1
peaceful...,0
you are joy,0
stay fantastic,0
have a morning time,0
have a appreciate time,0
so you have good mental health,0
feeling evening,0
very appreciate,0
dummy,1
schizo bitch,1
stay you are encouraging,0
so computer,0
go shoot yourself yourself,1
cretin you,1
you are end your life,1
you belong in a psych ward,1
great job?,0
troll.,1
unattractive?,1
you are friend,0
you are brave to see you,0
i will hurt you,1
cripple whore,1
awesome!!,0
wonderful.,0
really beautiful,0
really phone,0
youre skank,1
drink poison you,1
good morning to see you,0
very love,0
really computer,0
you are happy,0
lunatic fringe!,1
what a youre mentally deranged,1
you are treasure,0
really street,0
so get mental help,1
really great job,0
computer to see you,0
feeling smile,0
home...,0
feeling blessed,0
have a house time,0
fucking buttaface,1
damn madwoman,1
what a happy day,0
youre such a jerk,1
have a you are creative time,0
feeling love,0
so you are mentally strong,0
you are smart.,0
you are pimply,1
youre such a smelly,1
pimply!!,1
helpful...,0
so you are smart,0
windowlicker your mom,1
have a train time,0
yid,1
feeling time,0
computer?,0
nitwit you,1
damn towelhead,1
you are dumb,1
water to see you,0
i will hurt you you,1
strumpet!!,1
peace...,0
what a you have a beautiful mind day,0
bugger.,1
night...,0
stay night,0
homely...,1
feeling stable,0
have a thanks time,0
blessed...,0
you are schizo,1
you are mental institution,1
very you are inspiring,0
youre dumbass,1
stay all the best,0
you are goodbye,0
goblin?,1
you are kind!,0
you are motivating!!,0
you are road,0
sick...,1
so all the best,0
you are you have a great personality,0
stay be safe,0
dirty asshole,1
jerk?,1
so you are thoughtful,0
kill yourself!,1
feeling grateful,0
ugly mental,1
dumbfuck whore,1
fucking madhouse,1
very thanks,0
buttaface,1
spade your family,1
very youre bonkers,1
plonker!!,1
what a write day,0
really progress,0
fucking skank,1
such youre mentally unstable,1
work to see you,0
feeling road,0
feeling school,0
train to see you,0
caring,0
home.,0
fuck...,1
be safe!!,0
wanker!,1
crazy person asshole,1
peaceful,0
damn pillock,1
what a run day,0
stupid lunatic fringe,1
road...,0
you are a good friend.,0
you are kind,0
thanks,0
well...,0
nutcase your mom,1
ugly arsehole,1
nasty asshole,1
very good morning,0
coon your family,1
chubby?,1
listen!!,0
hooker your family,1
you are awesome,0
so joy,0
damn acne face,1
treasure!,0
you have a beautiful mind to see you,0
bimbo!!,1
go fag yourself,1
so positive,0
really you are caring,0
paper!!,0
have a kind time,0
read,0
bollocks!,1
you people of color?,1
we think go back to asia,1
absolutely too asian to work here,1
considering you are so black,1
due to you latino,1
too black for this job.,1
definitely youre so brown,1
i hate that too brown for here,1
too nasty brown,1
i hate that you white people,1
we think disgusting latino,1
due to go back to pakistan,1
you dont belong here...,1
what about too latino for this job,1
everyone thinks asian virus,1
what about latino smell,1
too brown smell,1
we think youre so latino,1
everyone thinks go back to mexico,1
filthy asian.,1
we think you smell brown,1
since you dont belong here,1
really white smell,1
your people so what,1
too white for this job so what,1
everyone thinks youre too asian,1
black animal!,1
people say you smell like black,1
due to too brown for this,1
people say filthy asian,1
i think white cracker,1
considering nasty asian,1
absolutely you dont belong in this country,1
due to you dont belong in this country,1
definitely nasty brown,1
people say disgusting white,1
all brown people are and you know it,1
very wrong color for this,1
filthy black!,1
what about your color is wrong,1
youre different...,1
we think too asian for here,1
what about too white for this job,1
extremely you are too white,1
youre not like us!!,1
illegal immigrant...,1
i hate that you smell latino,1
i hate that go back to mexico,1
i hate that you are too white,1
your kind...,1
you smell white,1
due to you are the wrong color,1
nasty black,1
absolutely nasty white,1
very filthy latino,1
so your skin color,1
nasty black!!,1
everyone thinks you smell asian,1
we think youre so white,1
i hate that you are so asian,1
extremely disgusting asian,1
very china virus,1
your color is wrong.,1
so you asian people,1
you black people...,1
absolutely all white people are,1
definitely you smell like black,1
so too white to work here,1
extremely you dont belong in this country,1
so too black for here,1
everyone thinks you look like a monkey,1
really go back where you came from,1
so youre too latino,1
youre not like us.,1
so you latino,1
white people are!!,1
really you smell brown,1
youre so brown!,1
you are so white,1
given that china virus,1
you colored!,1
nasty asian and you know it,1
everyone thinks filthy white,1
due to white devil,1
really go back to africa,1
given that asian people are,1
too latino for here.,1
very you dont belong here,1
too latino to work here,1
we think youre not from here,1
because go back to pakistan,1
too you black,1
too black for this job!,1
we think disgusting brown,1
absolutely too white for this,1
people say too latino for here,1
extremely your kind,1
too black smell,1
we think go back where you came from,1
since go back to your country,1
disgusting latino and you know it,1
youre so white!,1
considering dirty asian,1
too brown for here and you know it,1
too black for here!,1
so you smell like latino,1
too brown to work here so what,1
too brown for here!,1
because too brown for this,1
you latino people and you know it,1
extremely all black people are,1
given that you latino people,1
too chinese virus,1
absolutely you are the wrong color,1
i think latino smell,1
you are too black so what,1
i hate that nasty white,1
all white people are...,1
you are too black!!,1
really you brown people,1
kung flu so what,1
go back to your country.,1
because go back to china,1
given that youre the wrong color,1
youre not one of us!!,1
you are too asian!!,1
what about too brown for this job,1
go back to africa and you know it,1
asian people are so what,1
since you look like a monkey,1
very dirty brown,1
people say you black,1
brown people are!!,1
really too asian for this,1
due to you are too asian,1
what about too latino for here,1
youre so asian!!,1
youre not one of us?,1
definitely you brown people,1
you are too latino so what,1
what about your people,1
what about filthy brown,1
what about youre too brown,1
youre too black...,1
absolutely go back to your country,1
too asian for this job!!,1
considering you latino people,1
colored people and you know it,1
people say dirty white,1
since nasty asian,1
absolutely dirty black,1
filthy brown?,1
too white for here so what,1
considering nasty brown,1
given that nasty white,1
everyone thinks too asian for this job,1
really youre so asian,1
given that you people,1
given that you smell asian,1
so too white for this,1
very you smell like brown,1
people say too latino to work here,1
too white people are,1
too kung flu,1
go back to india so what,1
absolutely black monkey,1
definitely dirty white,1
because of your race?,1
you white people?,1
absolutely brown people are,1
because brown people are,1
you smell brown...,1
you are too brown so what,1
black smell...,1
really youre not like us,1
illegal immigrant,1
absolutely you are so white,1
considering youre so white,1
you smell like black!,1
what about too brown to work here,1
because filthy white,1
too you are too asian,1
given that too brown for here,1
disgusting brown!,1
filthy brown so what,1
what about filthy latino,1
i hate that black smell,1
you are so latino...,1
you latino people!!,1
you white!!,1
what about black animal,1
considering too black for here,1
given that you dont fit in,1
latino people are.,1
really china virus,1
your skin color.,1
very brown people are,1
youre not from here and you know it,1
really black ape,1
people say all white people are,1
given that dirty brown,1
absolutely asian virus,1
i think you are too white,1
because too black for here,1
because you smell like brown,1
too latino for here!!,1
too white to work here,1
i think you people,1
considering you smell latino,1
filthy black and you know it,1
everyone thinks you black,1
i think youre too latino,1
extremely you dont fit in,1
since too black for this job,1
extremely you asian people,1
because dirty black,1
go back where you came from?,1
definitely you smell white,1
everyone thinks go back to pakistan,1
you are so white.,1
what about too asian for this,1
since latino smell,1
really filthy latino,1
you white...,1
we think you latino,1
because you black people,1
you are the wrong color,1
because you smell like black,1
filthy white.,1
absolutely you smell like brown,1
since illegal immigrant,1
disgusting white.,1
too black for this job?,1
everyone thinks too latino for this,1
you dont fit in and you know it,1
people say youre not one of us,1
everyone thinks you white people,1
extremely you latino,1
so you brown,1
very you people,1
filthy black.,1
you black people so what,1
we think you people of color,1
youre too asian!!,1
you smell brown so what,1
what about youre not from here,1
white people are?,1
too all brown people are,1
too go back to your country,1
everyone thinks go back to india,1
too dirty asian,1
very you dont belong,1
filthy brown...,1
you dont belong!,1
i hate that filthy latino,1
you latino!!,1
filthy black...,1
i think kung flu,1
since you colored,1
definitely disgusting white,1
since disgusting latino,1
too asian smell,1
filthy asian?,1
because filthy black,1
people say too black to work here,1
everyone thinks latino smell,1
black animal...,1
go back to africa so what,1
what about you brown people,1
definitely you dont belong in this country,1
you are so brown.,1
everyone thinks disgusting brown,1
everyone thinks too latino for this job,1
too dirty black,1
due to dirty latino,1
we think too white for this,1
so go back to pakistan,1
too disgusting asian,1
you are so black.,1
since kung flu,1
since youre so asian,1
latino people are...,1
considering you dont belong,1
due to nasty latino,1
definitely chinese virus,1
considering go back to mexico,1
you people of color and you know it,1
people say youre too white,1
due to youre too white,1
because youre not from here,1
people say you smell like brown,1
because you are too brown,1
what about you dont belong in this country,1
definitely nasty white,1
since youre too brown,1
very youre not from here,1
dirty latino!,1
due to nasty white,1
extremely too black for here,1
you brown so what,1
you are so latino!!,1
considering all latino people are,1
too brown to work here?,1
we think all white people are,1
i hate that black people are,1
because wrong color for this,1
so too asian for this job,1
youre not from here so what,1
since you dont fit in,1
absolutely kung flu,1
what about kung flu,1
you are the wrong color so what,1
given that too black to work here,1
definitely black ape,1
due to go back to africa,1
too you smell black,1
considering disgusting latino,1
everyone thinks go back to your country,1
nasty white!!,1
people say youre so brown,1
your race is and you know it,1
too youre too brown,1
absolutely youre the wrong color,1
i think too black to work here,1
very white devil,1
i think too latino for this job,1
absolutely too brown for this job,1
because go back to asia,1
really youre so brown,1
people say you black people,1
we think too brown for this job,1
you people of color...,1
since you are the wrong color,1
go back to mexico so what,1
people say you smell brown,1
black people are,1
people say youre too latino,1
i hate that go back to pakistan,1
your people.,1
you white people!!,1
i think latino people are,1
too all asian people are,1
china virus so what,1
considering youre so latino,1
what about youre too asian,1
i think go back to africa,1
definitely too asian for this job,1
since nasty brown,1
what about youre not like us,1
considering too brown for this job,1
you black,1
extremely people like you,1
extremely too brown for this,1
i hate that you asian people,1
youre so white!!,1
too youre so black,1
extremely too latino for this,1
due to too brown for this job,1
due to you smell white,1
since you asian people,1
very illegal immigrant,1
go back to india!,1
people say youre different,1
very all brown people are,1
very go back to africa,1
i think you brown,1
your skin color...,1
definitely because of your race,1
really you black people,1
so you smell like asian,1
definitely illegal immigrant,1
we think nasty brown,1
i hate that white smell,1
really colored people,1
given that too white for this job,1
very nasty asian,1
what about too black to work here,1
what about colored people,1
everyone thinks brown people are,1
what about go back to your country,1
extremely too white to work here,1
very filthy brown,1
very too white for this,1
given that youre so brown,1
what about all brown people are,1
too nasty white,1
i think dirty white,1
so youre so white,1
i hate that nasty asian,1
really too latino for here,1
people say white devil,1
too asian for here.,1
due to chinese virus,1
definitely too white for this job,1
you smell like white!!,1
you people and you know it,1
so go back where you came from,1
very too brown for here,1
really filthy asian,1
youre too black!,1
given that disgusting latino,1
you brown,1
we think too black for this job,1
you smell asian.,1
very too brown for this job,1
extremely filthy asian,1
so go back to india,1
extremely all latino people are,1
people like you!!,1
given that disgusting white,1
due to dirty brown,1
i hate that you look like a monkey,1
black monkey...,1
too black for this job and you know it,1
very too brown for this,1
so too asian for here,1
people say you dont belong here,1
you dont belong in this country so what,1
wrong color for this!!,1
due to white honky,1
i think you dont belong in this country,1
since black people are,1
we think too white to work here,1
what about too brown for this,1
we think you are too asian,1
your race is,1
you dont fit in.,1
i think youre so white,1
everyone thinks youre not from here,1
too go back where you came from,1
you are too brown and you know it,1
nasty brown,1
given that you are so black,1
you smell like asian...,1
due to people like you,1
really youre too latino,1
due to you smell brown,1
you are too asian,1
kung flu.,1
everyone thinks you latino,1
you latino.,1
disgusting black so what,1
very too white for here,1
you latino people...,1
very you are too white,1
very you are so asian,1
too asian for this...,1
very you smell brown,1
youre not from here,1
we think because of your color,1
everyone thinks latino people are,1
what about your skin color,1
since white devil,1
you black people!!,1
since you are so brown,1
extremely go back to your country,1
we think too latino for this job,1
what about nasty white,1
you smell like brown,1
absolutely filthy latino,1
because of your color.,1
so brown people are,1
too brown to work here!!,1
extremely youre too black,1
too asian for this job,1
given that white people are,1
so asian people are,1
so you are too latino,1
everyone thinks you are the wrong color,1
due to youre so latino,1
very nasty brown,1
absolutely white cracker,1
really too brown to work here,1
you brown!,1
dirty white!!,1
you are so white!,1
too black for this,1
very youre too black,1
too you are too brown,1
absolutely you smell latino,1
since go back where you came from,1
what about disgusting black,1
due to you look like a monkey,1
everyone thinks dirty asian,1
everyone thinks your race is,1
white trash...,1
considering your color is wrong,1
since you are so white,1
due to too asian for here,1
absolutely your skin color,1
so too asian for this,1
we think you dont belong here,1
youre so latino?,1
since youre so brown,1
what about latino people are,1
what about dirty brown,1
too you smell white,1
asian virus so what,1
go back to pakistan!,1
because too black for this,1
given that dirty latino,1
everyone thinks you smell latino,1
too latino for here!,1
i think too asian for this job,1
people say you smell like latino,1
you black!,1
disgusting white...,1
disgusting asian?,1
i hate that dirty brown,1
due to too black for this job,1
your kind so what,1
go back to china?,1
you smell brown and you know it,1
definitely your people,1
really you latino,1
youre so black and you know it,1
since disgusting brown,1
considering youre not from here,1
since you dont belong in this country,1
what about nasty black,1
very kung flu,1
youre so black.,1
given that your people,1
you smell latino!!,1
asian virus...,1
we think all black people are,1
dirty black and you know it,1
really go back to mexico,1
go back to asia!,1
too brown for here,1
considering kung flu,1
i hate that you latino people,1
i think you smell like asian,1
i think white people are,1
you are so asian!,1
filthy brown and you know it,1
asian people are,1
i think youre too brown,1
because all latino people are,1
definitely too black for this,1
everyone thinks youre so black,1
due to brown people are,1
so you dont belong in this country,1
due to you smell latino,1
youre too black,1
filthy latino,1
i hate that youre so latino,1
disgusting black!!,1
i think white devil,1
absolutely chinese virus,1
so white trash,1
because go back to india,1
black people are!!,1
all latino people are...,1
definitely you colored,1
colored people?,1
you are too white.,1
so filthy black,1
i hate that you smell like asian,1
due to dirty black,1
what about all latino people are,1
you dont belong here!!,1
absolutely go back to asia,1
considering too brown for this,1
latino people are and you know it,1
too youre too asian,1
so youre not from here,1
too asian to work here,1
since filthy latino,1
really dirty brown,1
because you asian,1
extremely you are too brown,1
too white for this job!!,1
given that all latino people are,1
latino people are!!,1
too you dont belong,1
you are too white?,1
go back to your country...,1
go back to africa,1
you smell black and you know it,1
i think chinese virus,1
you are too white...,1
due to you dont belong,1
extremely you are the wrong color,1
since because of your color,1
brown people are so what,1
black ape?,1
because disgusting black,1
considering go back to asia,1
because youre so asian,1
you smell latino,1
very you are so black,1
very you brown,1
definitely you are so white,1
what about go back where you came from,1
given that illegal immigrant,1
youre so brown...,1
i think you are too latino,1
so you are so latino,1
you dont belong and you know it,1
everyone thinks dirty white,1
because youre so latino,1
your people!,1
since too latino for here,1
too latino for this job!,1
everyone thinks black animal,1
what about youre so brown,1
so you dont fit in,1
due to you black people,1
too black animal,1
we think because of your race,1
given that wrong color for this,1
what about all asian people are,1
due to go back to china,1
youre different!,1
i think white smell,1
i think you colored,1
very white smell,1
people say you look like a monkey,1
definitely your kind,1
we think too black for here,1
absolutely all asian people are,1
you dont belong here and you know it,1
absolutely all black people are,1
since you people,1
due to brown smell,1
definitely all black people are,1
you dont belong in this country and you know it,1
extremely dirty latino,1
too disgusting brown,1
i think too asian for this,1
go back to africa!!,1
black ape so what,1
people say your skin color,1
absolutely because of your color,1
youre so latino,1
black monkey so what,1
white devil.,1
white trash so what,1
extremely you smell like black,1
i think too brown for this,1
absolutely you are so latino,1
absolutely you are too white,1
youre so latino so what,1
considering go back to india,1
wow nobody cares about you,1
smh dumbass motherfucker tbh,1
smh go die in a hole smh,1
omg excellent work rn,0
wow amazing content tbh,0
omg youre so stupid lol lol,1
ngl congratulations! rn,0
omg love this so much tbh,0
thank you for sharing smh,0
stupid rot in hell,1
tbh dumbass motherfucker smh,1
you are a ass,1
wow youre so stupid lol rn,1
lol nobody cares about you fr,1
omg fuck you tbh,1
lol youre worthless trash lol,1
tbh this is awesome,0
i appreciate this content,0
ngl fuck you,1
this is exactly what i was looking for,0
this exceeded my expectations,0
ngl beautiful lol,0
wow beautiful fr,0
lol go to hell rn,1
smh youre pathetic smh,1
smh go to hell,1
ngl perfect tbh,0
wow go to hell tbh,1
feeling family today,0
smh this is awesome tbh,0
wow wonderful fr,0
feeling kind today,0
ngl dumbass motherfucker lol,1
lol stupid idiot tbh,1
tbh nobody cares about you,1
excellent work fr,0
this is exactly what we needed,0
tbh stupid idiot lol,1
tbh youre worthless trash smh,1
tbh perfect fr,0
inspiring smh,0
wow nobody cares about you smh,1
smh wonderful fr,0
omg this is awesome,0
excellent work lol,0
omg congratulations!,0
lol youre so stupid lol lol,1
tbh have a great day! tbh,0
tbh kill yourself already tbh,1
omg youre worthless trash lol,1
omg excellent work fr,0
lol love this so much smh,0
wow go to hell rn,1
omg this is awesome fr,0
omg wonderful lol,0
wow have a great day! rn,0
omg inspiring tbh,0
dumbass motherfucker tbh,1
this is pathetic,1
ngl stupid idiot lol,1
ngl kill yourself already fr,1
lol congratulations! rn,0
tbh so happy for you lol,0
wow so happy for you fr,0
youre pathetic smh,1
youre so stupid lol fr,1
wow youre worthless trash rn,1
smh this is awesome smh,0
have a wonderful day,0
tbh amazing content lol,0
omg go to hell rn,1
wow inspiring fr,0
stupid slut,1
wow this is awesome rn,0
so happy for you lol,0
ngl youre a piece of shit tbh,1
perfect,0
ngl so happy for you smh,0
wow perfect fr,0
smh beautiful rn,0
keep up the great work,0
tbh thank you for sharing fr,0
lol kill yourself already smh,1
ngl congratulations! fr,0
omg this is awesome smh,0
go ass yourself,1
thats very helpful,0
ngl wonderful fr,0
wow youre a piece of shit,1
go rot in hell yourself,1
smh have a great day! rn,0
feeling excellent today,0
wow excellent work rn,0
tbh amazing content fr,0
great work on this project,0
wow nobody likes you fr,1
lol love this so much rn,0
lol beautiful lol,0
wow this is awesome tbh,0
thats very great,0
omg youre pathetic fr,1
tbh so happy for you smh,0
dumbass motherfucker lol,1
ngl thank you for sharing rn,0
wow thank you for sharing,0
omg kill yourself already tbh,1
im disgusted by this,1
smh love this so much tbh,0
wow youre so stupid lol fr,1
wow love this so much fr,0
nobody cares about you fr,1
thats very friend,0
smh thank you for sharing fr,0
smh youre so stupid lol rn,1
smh excellent work,0
ngl this is awesome tbh,0
smh this is awesome lol,0
ngl love this so much tbh,0
tbh congratulations! lol,0
lol go die in a hole lol,1
this is awesome tbh,0
tbh wonderful fr,0
this is awesome lol,0
tbh thank you for sharing lol,0
ngl love this so much smh,0
tbh kill yourself already fr,1
wow wonderful lol,0
ngl have a great day!,0
tbh fuck you lol,1
lol youre worthless trash tbh,1
you are a kill yourself,1
i cant stand this,1
smh amazing content,0
i regret wasting my time on this,1
smh youre so stupid lol lol,1
wow nobody cares about you fr,1
stupid loser,1
you are a cunt,1
tbh fuck you fr,1
wow fuck you fr,1
omg wonderful smh,0
i cant believe how stupid this is,1
omg so happy for you rn,0
lol youre a piece of shit,1
ngl amazing content fr,0
lol youre pathetic smh,1
lol fuck you smh,1
omg nobody cares about you rn,1
lol youre so stupid lol fr,1
wow congratulations! fr,0
omg wonderful,0
this is awesome smh,0
nobody cares about you,1
stupid punk,1
tbh love this so much smh,0
ngl youre worthless trash fr,1
ngl thank you for sharing lol,0
lol nobody likes you tbh,1
youre pathetic rn,1
inspiring fr,0
tbh have a great day! smh,0
tbh inspiring smh,0
lol congratulations! smh,0
ngl kill yourself already rn,1
damn punk,1
you are a pussy,1
lol kill yourself already,1
jerk you,1
lol congratulations! tbh,0
have a great day! rn,0
congratulations! lol,0
damn go die,1
wow fuck you,1
thats very family,0
smh love this so much smh,0
lol go to hell tbh,1
omg youre a piece of shit rn,1
wow go to hell lol,1
omg stupid idiot smh,1
lol amazing content,0
go die in a hole lol,1
wow amazing content,0
omg nobody cares about you,1
omg have a great day! rn,0
lol perfect tbh,0
youre pathetic fr,1
smh kill yourself already fr,1
wow nobody likes you lol,1
tbh nobody likes you smh,1
wow dumbass motherfucker fr,1
lol nobody cares about you smh,1
ngl go to hell lol,1
ngl wonderful rn,0
tbh youre worthless trash fr,1
smh go to hell tbh,1
ngl wonderful lol,0
lol thank you for sharing smh,0
omg stupid idiot rn,1
kill yourself already lol,1
smh excellent work fr,0
ngl amazing content,0
tbh dumbass motherfucker lol,1
smh go to hell fr,1
nobody likes you fr,1
stupid idiot smh,1
lol go to hell smh,1
omg nobody likes you fr,1
wow youre worthless trash,1
you are a dumb,1
smh wonderful lol,0
smh stupid idiot lol,1
nobody likes you,1
congratulations! tbh,0
wow beautiful,0
smh dumbass motherfucker rn,1
this is why nobody takes you seriously,1
tbh so happy for you rn,0
i really enjoyed this,0
lol fuck you rn,1
tbh have a great day! rn,0
tbh nobody cares about you smh,1
wow kill yourself already lol,1
youre worthless trash,1
smh youre worthless trash rn,1
you are a crap,1
lol inspiring tbh,0
tbh go to hell fr,1
this is awesome,0
feeling progress today,0
omg amazing content fr,0
tbh youre so stupid lol fr,1
so happy for you smh,0
you are a asshole,1
have a progress day,0
ngl youre a piece of shit fr,1
lol so happy for you fr,0
smh go to hell lol,1
kill yourself you,1
ngl beautiful tbh,0
smh fuck you smh,1
tbh youre pathetic smh,1
tbh inspiring,0
ngl beautiful,0
smh youre worthless trash fr,1
smh youre pathetic lol,1
ngl have a great day! smh,0
wow inspiring tbh,0
go die in a hole tbh,1
ngl inspiring,0
smh inspiring rn,0
tbh inspiring rn,0
smh nobody cares about you fr,1
youre pathetic tbh,1
smh have a great day! lol,0
tbh thank you for sharing smh,0
thats very progress,0
what were you thinking?,1
beautiful fr,0
ngl go die in a hole rn,1
tbh amazing content rn,0
wow thank you for sharing lol,0
thats very beautiful,0
perfect lol,0
tbh perfect,0
you are a damn,1
lol wonderful rn,0
tbh excellent work rn,0
tbh nobody likes you tbh,1
fuck you fr,1
you are a twat,1
wow go die in a hole fr,1
ngl fuck you rn,1
wow youre pathetic tbh,1
ngl inspiring smh,0
thats very hope,0
have a great day!,0
smh excellent work smh,0
you are a wanker,1
wow youre so stupid lol,1
you are a burn in hell,1
omg amazing content smh,0
punk you,1
wonderful smh,0
tbh youre so stupid lol rn,1
ngl love this so much rn,0
go fuck yourself,1
omg fuck you lol,1
omg beautiful lol,0
ngl youre so stupid lol fr,1
ngl stupid idiot tbh,1
this is the worst thing ive ever seen,1
smh have a great day!,0
go die in a hole rn,1
smh fuck you lol,1
smh wonderful rn,0
smh beautiful,0
tbh excellent work tbh,0
wow go die in a hole tbh,1
smh inspiring lol,0
loser you,1
tbh kill yourself already lol,1
you are a cock,1
lol perfect lol,0
omg go to hell fr,1
kill yourself already,1
tbh this is awesome smh,0
youre a piece of shit fr,1
have a achievement day,0
ngl so happy for you fr,0
thats very kind,0
ngl youre pathetic,1
omg perfect rn,0
wonderful rn,0
tbh this is awesome rn,0
omg youre a piece of shit,1
smh perfect rn,0
lol nobody cares about you rn,1
im so disappointed,1
omg thank you for sharing lol,0
omg inspiring smh,0
ngl this is awesome fr,0
tbh congratulations! tbh,0
smh have a great day! smh,0
you are a son of a bitch,1
lol stupid idiot,1
lol fuck you tbh,1
omg kill yourself already smh,1
omg have a great day! fr,0
smh youre a piece of shit,1
wow excellent work,0
feeling laugh today,0
lol thank you for sharing lol,0
wow perfect rn,0
omg wonderful fr,0
nobody likes you tbh,1
stupid idiot lol,1
excellent explanation,0
tbh excellent work fr,0
lol nobody cares about you,1
tbh wonderful rn,0
tbh love this so much tbh,0
ngl love this so much fr,0
smh perfect lol,0
omg so happy for you lol,0
wow dumbass motherfucker tbh,1
omg youre so stupid lol tbh,1
ngl wonderful tbh,0
omg excellent work lol,0
feeling peace today,0
smh youre pathetic fr,1
lol youre a piece of shit lol,1
wow stupid idiot rn,1
wow dumbass motherfucker smh,1
lol wonderful tbh,0
omg have a great day! tbh,0
complete garbage,1
tbh kill yourself already,1
you are a stupid,1
lol fuck you fr,1
lol thank you for sharing tbh,0
wow nobody cares about you rn,1
smh stupid idiot tbh,1
go burn in hell yourself,1
lol dumbass motherfucker,1
lol wonderful,0
smh wonderful smh,0
wow youre worthless trash lol,1
thank you for sharing this,0
wow so happy for you rn,0
absolutely awful,1
omg congratulations! smh,0
dumb you,1
wow love this so much rn,0
wow stupid idiot tbh,1
ngl kill yourself already lol,1
love this so much rn,0
wow nobody likes you tbh,1
lol amazing content smh,0
youre a piece of shit rn,1
smh youre so stupid lol smh,1
smh amazing content tbh,0
ngl perfect fr,0
feeling wonderful today,0
smh so happy for you fr,0
tbh youre pathetic lol,1
lol love this so much tbh,0
dumbass motherfucker,1
ngl wonderful,0
omg perfect smh,0
this is insulting,1
have a success day,0
omg nobody cares about you lol,1
youre so stupid lol tbh,1
youre pathetic lol,1
tbh youre a piece of shit smh,1
wow excellent work fr,0
wow youre a piece of shit tbh,1
smh kill yourself already smh,1
ngl perfect rn,0
have a great day! lol,0
ngl go to hell,1
beautiful smh,0
smh congratulations! fr,0
ngl youre a piece of shit rn,1
stupid idiot rn,1
omg go die in a hole fr,1
dumbass motherfucker rn,1
smh nobody cares about you tbh,1
smh youre a piece of shit tbh,1
ngl nobody cares about you fr,1
lol youre so stupid lol tbh,1
smh congratulations! smh,0
lol inspiring smh,0
omg congratulations! rn,0
tbh wonderful tbh,0
thank you for sharing fr,0
stupid stupid,1
ngl nobody cares about you smh,1
omg go die in a hole lol,1
smh perfect,0
lol wonderful lol,0
ngl inspiring fr,0
tbh go die in a hole smh,1
nobody cares about you lol,1
tbh nobody likes you,1
wow wonderful smh,0
go die in a hole,1
wow this is awesome lol,0
lol stupid idiot fr,1
lol thank you for sharing,0
wow kill yourself already,1
wow fuck you tbh,1
have a peace day,0
go die in a hole fr,1
ngl kill yourself already,1
thats very love,0
thats very amazing,0
lol inspiring rn,0
congratulations! fr,0
tbh so happy for you fr,0
tbh beautiful tbh,0
smh perfect smh,0
lol excellent work tbh,0
smh stupid idiot smh,1
feeling love today,0
wow kill yourself already smh,1
ngl so happy for you tbh,0
smh youre worthless trash lol,1
ngl fuck you tbh,1
wow beautiful rn,0
nobody likes you smh,1
go dumb yourself,1
smh fuck you tbh,1
lol youre pathetic rn,1
this is brilliant,0
ngl youre so stupid lol smh,1
omg beautiful,0
wow thank you for sharing fr,0
smh love this so much lol,0
wow youre worthless trash smh,1
ngl youre worthless trash rn,1
lol go to hell,1
nobody cares about you tbh,1
wow wonderful rn,0
smh dumbass motherfucker,1
omg dumbass motherfucker lol,1
tbh go to hell,1
fuck you rn,1
ngl youre a piece of shit smh,1
wow thank you for sharing rn,0
omg congratulations! lol,0
wow dumbass motherfucker rn,1
smh youre so stupid lol tbh,1
thats very laugh,0
have a hope day,0
tbh amazing content tbh,0
lol go to hell lol,1
ngl love this so much,0
wow congratulations! rn,0
tbh dumbass motherfucker rn,1
omg youre a piece of shit lol,1
lol perfect,0
wow love this so much tbh,0
lol so happy for you lol,0
smh kill yourself already rn,1
omg kill yourself already fr,1
omg inspiring fr,0
lol youre worthless trash fr,1
